horse_name,bisherige_starts,bisherige_siege,siegrate_historisch,race_date
Saldenlady,5,0.0,0.0,2024-09-29
Go Fast,6,0.0,0.0,2024-09-29
Igneo,7,1.0,0.14285714285714285,2024-09-29
Red Storm,4,1.0,0.25,2024-09-29
Rue Helene,0,0.0,0.0,2024-10-03
Dolomit,4,2.0,0.5,2024-10-03
Westminster Moon,4,1.0,0.25,2024-10-03
Peace of Rose,4,1.0,0.25,2024-10-03
Spanish Eyes,5,1.0,0.2,2024-10-03
Well Alright,4,1.0,0.25,2024-10-03
Three Havanas,5,2.0,0.4,2024-10-03
Primorosa,5,0.0,0.0,2024-10-03
Galiva,1,0.0,0.0,2024-10-04
Epatant (H),3,0.0,0.0,2024-10-04
Summer Love,6,0.0,0.0,2024-10-04
El Muchacho,0,0.0,0.0,2024-10-04
Omega,2,0.0,0.0,2024-10-04
Ludwig Leopold,1,0.0,0.0,2024-10-04
Pandora,5,0.0,0.0,2024-10-04
Ainhoa Petrucio (OX),3,0.0,0.0,2024-10-05
Hermes D'Etiolles (OX),1,0.0,0.0,2024-10-05
Zoi (OX),3,0.0,0.0,2024-10-05
Leeroy Gold,0,0.0,0.0,2024-10-05
Allemol,2,0.0,0.0,2024-10-05
Valerina,2,0.0,0.0,2024-10-05
Lilybet,5,3.0,0.6,2024-10-05
Dua Lina,3,1.0,0.3333333333333333,2024-10-05
Theo,6,1.0,0.16666666666666666,2024-10-05
South Coast,7,0.0,0.0,2024-10-05
Music Debelair,0,0.0,0.0,2024-10-06
Bode,3,0.0,0.0,2024-10-06
Wopart,0,0.0,0.0,2024-10-06
Laytown,6,0.0,0.0,2024-10-06
Goin',7,1.0,0.14285714285714285,2024-10-06
Politicum,2,0.0,0.0,2024-10-06
Taifa,7,2.0,0.2857142857142857,2024-10-06
Petite Comtesse,1,1.0,1.0,2024-10-06
McLeod,6,0.0,0.0,2024-10-06
Oh So Hot,2,0.0,0.0,2024-10-06
Senorita Edita,3,0.0,0.0,2024-10-12
Concluding Call,0,0.0,0.0,2024-10-12
Jir Sun,2,0.0,0.0,2024-10-12
Tarkhan,6,3.0,0.5,2024-10-12
Lexington Belle,0,0.0,0.0,2024-10-12
Madamchen,7,1.0,0.14285714285714285,2024-10-12
Last Man Standing,0,0.0,0.0,2024-10-13
Lilas Trezy,0,0.0,0.0,2024-10-13
Save Me,6,0.0,0.0,2024-10-13
Cosmic Lady,2,0.0,0.0,2024-10-13
Boca Spirit,4,0.0,0.0,2024-10-13
Navy Wren,10,0.0,0.0,2024-10-13
Lifetimes,1,1.0,1.0,2024-10-13
Blueridge Silver,8,0.0,0.0,2024-10-13
Aguirre,2,0.0,0.0,2024-10-13
Namoa,5,2.0,0.4,2024-10-13
Emily,5,1.0,0.2,2024-10-13
Flotte Biene,7,0.0,0.0,2024-10-13
Oceania,4,1.0,0.25,2024-10-13
Autumn,6,0.0,0.0,2024-10-13
Timotheus,7,1.0,0.14285714285714285,2024-10-13
Daquan,1,0.0,0.0,2024-10-18
Anno Vego,4,0.0,0.0,2024-10-18
Mythicoreo,1,0.0,0.0,2024-10-18
Spanish Sea,1,0.0,0.0,2024-10-18
Wallem,7,2.0,0.2857142857142857,2024-10-18
Mythiconor,2,0.0,0.0,2024-10-18
Donum Felix,7,1.0,0.14285714285714285,2024-10-18
Pego,0,0.0,0.0,2024-10-18
Surge,13,2.0,0.15384615384615385,2024-10-18
World Two Times,7,1.0,0.14285714285714285,2024-10-18
Innuendo,6,1.0,0.16666666666666666,2024-10-18
Anistou,3,1.0,0.3333333333333333,2024-10-18
Dhangadhi,4,1.0,0.25,2024-10-18
Northern Monarch,5,2.0,0.4,2024-10-18
Miss Marbel,4,0.0,0.0,2024-10-18
Ibicenca,5,2.0,0.4,2024-10-18
Mehrdad,1,0.0,0.0,2024-10-20
Sundowner,0,0.0,0.0,2024-10-20
Fearless Rose,0,0.0,0.0,2024-10-20
Ilsola,1,0.0,0.0,2024-10-20
Emirate's Flight,5,1.0,0.2,2024-10-20
La Guapisima,0,0.0,0.0,2024-10-20
Shenzhen,7,1.0,0.14285714285714285,2024-10-20
Chipping Away,5,0.0,0.0,2024-10-20
Caravanserai,8,1.0,0.125,2024-10-20
Nebrasko,4,0.0,0.0,2024-10-20
Sun of Kings,4,1.0,0.25,2024-10-20
Anno Aleman,10,1.0,0.1,2024-10-20
American Dream,2,1.0,0.5,2024-10-20
Tereveo,0,0.0,0.0,2024-10-27
Little Lady,1,0.0,0.0,2024-10-27
Demoon,0,0.0,0.0,2024-10-27
New England,1,0.0,0.0,2024-10-27
Partita,3,0.0,0.0,2024-10-27
Freischütz,3,2.0,0.6666666666666666,2024-10-27
In the Stars,4,1.0,0.25,2024-10-27
Comin' Through,0,0.0,0.0,2024-10-27
Kammuri Diamond,3,1.0,0.3333333333333333,2024-10-27
Lydia,1,0.0,0.0,2024-10-27
Nepalina,3,1.0,0.3333333333333333,2024-10-27
Sacaya,0,0.0,0.0,2024-10-27
Veil Of Shadows,3,0.0,0.0,2024-10-27
Quetame,3,0.0,0.0,2024-10-27
Sporting,8,0.0,0.0,2024-10-27
Millionaire,5,1.0,0.2,2024-10-27
Be Ruby,6,0.0,0.0,2024-10-27
Tinnef,6,0.0,0.0,2024-10-27
Duke's Spirit,5,0.0,0.0,2024-10-27
Gazeuse,6,1.0,0.16666666666666666,2024-10-27
Berwick Street,7,3.0,0.42857142857142855,2024-10-27
Maralena,10,2.0,0.2,2024-10-27
Shining Star,8,2.0,0.25,2024-10-27
Like A Prayer,5,0.0,0.0,2024-10-27
Maroun,0,0.0,0.0,2024-10-31
Now I'm A Star,4,0.0,0.0,2024-10-31
Matello,2,1.0,0.5,2024-10-31
Ancre Dargent,4,0.0,0.0,2024-10-31
Diamond Star,1,0.0,0.0,2024-10-31
Maccaia,1,0.0,0.0,2024-10-31
Twilight Boy,8,0.0,0.0,2024-10-31
Abayyah,10,1.0,0.1,2024-10-31
Bariton Bear,1,0.0,0.0,2024-11-02
Rustan,2,0.0,0.0,2024-11-02
Tech Solution,0,0.0,0.0,2024-11-02
Sunshine Girl,3,0.0,0.0,2024-11-02
Power Shot,5,1.0,0.2,2024-11-02
Second Sight,4,0.0,0.0,2024-11-02
Tres Rock Women,2,0.0,0.0,2024-11-02
Orofina,2,0.0,0.0,2024-11-02
Sainte Marie,5,1.0,0.2,2024-11-02
Wedding in May,5,0.0,0.0,2024-11-02
King Harry,2,0.0,0.0,2024-11-02
Polina,0,0.0,0.0,2024-11-10
Vazirpour,0,0.0,0.0,2024-11-10
Easy Race,5,1.0,0.2,2024-11-10
Mr Riem,0,0.0,0.0,2024-11-10
Quarantini,9,1.0,0.1111111111111111,2024-11-10
Narokan,7,3.0,0.42857142857142855,2024-11-10
All in Logo,0,0.0,0.0,2024-11-10
Adehaine,4,0.0,0.0,2024-11-10
Schwarz Blau,8,1.0,0.125,2024-11-10
Costa Smeralda,7,1.0,0.14285714285714285,2024-11-10
Pingpong,7,0.0,0.0,2024-11-10
Assistent,6,2.0,0.3333333333333333,2024-11-10
Marquisat,0,0.0,0.0,2024-11-10
Quantanamera,3,0.0,0.0,2024-11-10
Ancient Wisdom,0,0.0,0.0,2024-11-10
Panthera,0,0.0,0.0,2024-11-10
War Chimes,0,0.0,0.0,2024-11-10
Frinton,5,2.0,0.4,2024-11-10
Direct Hit,14,4.0,0.2857142857142857,2024-11-10
Vitus,0,0.0,0.0,2024-11-16
Molly de Brametot,0,0.0,0.0,2024-11-16
Lady Birchwater,1,0.0,0.0,2024-11-16
Dato,4,0.0,0.0,2024-11-16
Merlin,5,1.0,0.2,2024-11-16
Henrietta Black,5,2.0,0.4,2024-11-16
Anthonic,4,0.0,0.0,2024-11-16
Steelhammer,0,0.0,0.0,2024-11-16
Australian Spirit,0,0.0,0.0,2024-11-20
Pädchen,12,1.0,0.08333333333333333,2024-11-20
Aidensfield,0,0.0,0.0,2024-11-20
Atrixa,5,0.0,0.0,2024-11-20
Irisha,7,0.0,0.0,2024-11-20
Ikarus,3,1.0,0.3333333333333333,2024-11-20
Rio Lub,0,0.0,0.0,2024-11-20
Made Of Lir,4,0.0,0.0,2024-11-20
Rabbit Power,0,0.0,0.0,2024-11-20
Mr Mattai,6,1.0,0.16666666666666666,2024-11-20
Rosebud,4,0.0,0.0,2024-11-20
Nita,5,3.0,0.6,2024-11-20
Saludos,6,1.0,0.16666666666666666,2024-11-20
Rabbit Red Jazz,0,0.0,0.0,2024-11-20
Luitpold,18,1.0,0.05555555555555555,2024-11-20
Josh,0,0.0,0.0,2024-11-20
Snow Player,0,0.0,0.0,2024-11-23
Pepper Snow,0,0.0,0.0,2024-11-23
Sternmaid,1,0.0,0.0,2024-11-23
Silvaplana,2,0.0,0.0,2024-11-23
Baroness of Lips,9,1.0,0.1111111111111111,2024-11-23
Ballindinas,7,1.0,0.14285714285714285,2024-11-23
Black Paws,1,0.0,0.0,2024-11-23
Sultan Of Swing,1,0.0,0.0,2024-11-23
Corellian Star,11,1.0,0.09090909090909091,2024-12-08
Wild Sheriff,12,1.0,0.08333333333333333,2024-12-08
Sexy Rome,3,0.0,0.0,2024-12-08
Alianne,4,0.0,0.0,2024-12-08
Taurus,6,0.0,0.0,2024-12-08
Leuchtfeuer,5,0.0,0.0,2024-12-15
Win Alone,3,0.0,0.0,2024-12-15
Fizzability,16,0.0,0.0,2024-12-15
Weria,13,1.0,0.07692307692307693,2024-12-15
Oasis Diamond,7,0.0,0.0,2024-12-15
President,0,0.0,0.0,2024-12-15
Nightout,5,0.0,0.0,2024-12-15
Swinging Sixties,15,0.0,0.0,2024-12-22
Iron Arrow,0,0.0,0.0,2024-12-26
Mandoki,0,0.0,0.0,2024-12-26
Brilliant Blue,6,1.0,0.16666666666666666,2024-12-26
Illuminating,1,0.0,0.0,2024-12-26
Galvanize,2,1.0,0.5,2024-12-26
Alvaros,0,0.0,0.0,2024-12-29
Alvediston,3,1.0,0.3333333333333333,2024-12-29
Valuable Vista,5,1.0,0.2,2024-12-29
Muzy,1,0.0,0.0,2024-12-29
Baileysgutfeeling,3,0.0,0.0,2024-12-29
Anissa,2,0.0,0.0,2025-01-05
Gorbi,6,0.0,0.0,2025-01-05
Hank Moody,1,0.0,0.0,2025-01-05
Ciyounesse,11,3.0,0.2727272727272727,2025-01-19
Point de Vue,11,1.0,0.09090909090909091,2025-01-19
Baileys Diable,0,0.0,0.0,2025-01-19
Bavaria,9,1.0,0.1111111111111111,2025-01-19
Okelani,7,1.0,0.14285714285714285,2025-01-19
Dream Selection,3,1.0,0.3333333333333333,2025-01-19
Al Bidda,3,0.0,0.0,2025-01-19
Freccetta,3,0.0,0.0,2025-01-19
Supershock,13,0.0,0.0,2025-01-19
Panthaniel,9,0.0,0.0,2025-01-19
Stern Markka,4,0.0,0.0,2025-02-02
Bint Alfella,2,0.0,0.0,2025-02-02
Hot Hannah,6,0.0,0.0,2025-02-02
All Talk N No Do,7,0.0,0.0,2025-02-02
Magic Rosa,3,0.0,0.0,2025-02-02
Just in Love,0,0.0,0.0,2025-02-02
Pareias Prinz,3,0.0,0.0,2025-02-02
Sassy Rascal,0,0.0,0.0,2025-02-02
Colonius,0,0.0,0.0,2025-02-16
Zirconne,1,0.0,0.0,2025-02-16
Quendolino,9,2.0,0.2222222222222222,2025-02-16
Maribel,5,0.0,0.0,2025-02-16
Electric Pearl,4,0.0,0.0,2025-02-16
Salt 'n Pepper,0,0.0,0.0,2025-02-16
Enkindle,4,0.0,0.0,2025-02-16
Frankie's Boy,2,2.0,1.0,2025-02-16
Yiengaa,5,1.0,0.2,2025-02-16
Prelez,2,0.0,0.0,2025-02-16
Gambali,9,0.0,0.0,2025-03-09
Runhoney,11,0.0,0.0,2025-03-09
Pollock,1,0.0,0.0,2025-03-16
Ikone,5,0.0,0.0,2025-03-16
Danser Avec Moi,13,1.0,0.07692307692307693,2025-03-16
Red Special,5,0.0,0.0,2025-03-23
Sir Stanley,2,0.0,0.0,2025-03-23
Le Beau Rock,5,1.0,0.2,2025-03-29
Amely Adventure,6,0.0,0.0,2025-03-29
Stepney Causeway,0,0.0,0.0,2025-03-29
Lucky Eye,4,1.0,0.25,2025-03-29
Ocean City,2,0.0,0.0,2025-03-29
Nerian,9,0.0,0.0,2025-03-29
Damara,3,0.0,0.0,2025-03-30
Vivianus,1,0.0,0.0,2025-03-30
Tünnes,7,0.0,0.0,2025-03-30
Sign of Stars,3,1.0,0.3333333333333333,2025-03-30
Camiro,13,1.0,0.07692307692307693,2025-03-30
Appellant,3,0.0,0.0,2025-03-30
Fidelius,5,0.0,0.0,2025-03-30
Rely On Old Sport,6,1.0,0.16666666666666666,2025-04-06
Almenfee,4,0.0,0.0,2025-04-06
Birthday Paradise,12,0.0,0.0,2025-04-06
El Rubio,7,0.0,0.0,2025-04-06
Pogi,0,0.0,0.0,2025-04-13
Alice's Song,0,0.0,0.0,2025-04-13
Vintage Moon,2,0.0,0.0,2025-04-13
Hauora du Prince,0,0.0,0.0,2025-04-13
Oh my Days,0,0.0,0.0,2025-04-13
LittleTimmy,0,0.0,0.0,2025-04-13
Lutece des Vallons,0,0.0,0.0,2025-04-13
Jubilee des Vallons,0,0.0,0.0,2025-04-13
Tooreen Warrior,0,0.0,0.0,2025-04-13
Brave Emperor,1,0.0,0.0,2025-04-13
Rockstar Martini,1,0.0,0.0,2025-04-13
Best Sixteen,0,0.0,0.0,2025-04-13
True and Quick,13,4.0,0.3076923076923077,2025-04-13
Irland,0,0.0,0.0,2025-04-20
Ayada,6,1.0,0.16666666666666666,2025-04-20
Szia,5,1.0,0.2,2025-04-20
Almera,7,1.0,0.14285714285714285,2025-04-20
New Topmodel,15,0.0,0.0,2025-04-20
Aurum,0,0.0,0.0,2025-04-21
Viannina,1,0.0,0.0,2025-04-21
Torque Power,0,0.0,0.0,2025-04-21
A Stolen Kiss,1,0.0,0.0,2025-04-21
Lucky Flamingo,0,0.0,0.0,2025-04-21
Aggenstein,2,0.0,0.0,2025-04-21
Duraji,0,0.0,0.0,2025-04-21
Die Da Isses,6,0.0,0.0,2025-04-21
Lisac,8,2.0,0.25,2025-04-21
Thunderheart,1,1.0,1.0,2025-04-21
Claim the Stars,6,1.0,0.16666666666666666,2025-04-21
Indication Ember,1,0.0,0.0,2025-04-26
Butessa,1,0.0,0.0,2025-04-26
Saint Valantin,3,1.0,0.3333333333333333,2025-04-26
Bay Zone,0,0.0,0.0,2025-04-26
Villanito,4,0.0,0.0,2025-04-26
Hello Sweetheart,1,0.0,0.0,2025-04-26
Time Goes On,0,0.0,0.0,2025-04-26
When Comes Here,4,0.0,0.0,2025-04-26
Marali Shauday,10,1.0,0.1,2025-04-26
Let's Fly,7,0.0,0.0,2025-04-26
Freytag,8,1.0,0.125,2025-04-26
Trooper,7,2.0,0.2857142857142857,2025-04-26
Careless,3,0.0,0.0,2025-04-26
Blueberry Tree,13,0.0,0.0,2025-04-26
Dynamics,5,0.0,0.0,2025-04-26
Cherry Brandy,4,0.0,0.0,2025-04-26
Modino,13,1.0,0.07692307692307693,2025-04-26
Katsumoto,0,0.0,0.0,2025-04-27
Josies Kid,4,0.0,0.0,2025-04-27
Tawat al Günay,1,0.0,0.0,2025-04-27
Miss Black,0,0.0,0.0,2025-04-27
Theonello,0,0.0,0.0,2025-05-01
Anklang,1,0.0,0.0,2025-05-01
Lord,1,0.0,0.0,2025-05-01
Gatsby Girl,5,0.0,0.0,2025-05-01
La Montanara,12,1.0,0.08333333333333333,2025-05-01
Go Go Blitz,3,0.0,0.0,2025-05-01
Baldini,9,0.0,0.0,2025-05-01
Ultima,4,2.0,0.5,2025-05-01
Diya,4,1.0,0.25,2025-05-01
Saxon Girl,0,0.0,0.0,2025-05-01
Thunder Sea,1,0.0,0.0,2025-05-01
Olympea,10,1.0,0.1,2025-05-01
Quentina,2,0.0,0.0,2025-05-01
Dynamite Dora,0,0.0,0.0,2025-05-01
Oriental Star,2,0.0,0.0,2025-05-01
Cheval Blanc,4,1.0,0.25,2025-05-01
Finn's Charm,0,0.0,0.0,2025-05-01
Xaarine,0,0.0,0.0,2025-05-01
Termini,0,0.0,0.0,2025-05-01
Loch Swan,0,0.0,0.0,2025-05-01
Moral Standards,3,0.0,0.0,2025-05-01
Mister Hollow,8,1.0,0.125,2025-05-01
Lamento,4,1.0,0.25,2025-05-01
Sombrero,3,0.0,0.0,2025-05-01
Military Medal,1,0.0,0.0,2025-05-01
Zafir,1,0.0,0.0,2025-05-01
Halion,4,0.0,0.0,2025-05-01
Proud Like A God,1,0.0,0.0,2025-05-03
Luyu,5,0.0,0.0,2025-05-03
Bottleofsmoke,6,1.0,0.16666666666666666,2025-05-03
Sapristi,5,0.0,0.0,2025-05-03
Ash,4,0.0,0.0,2025-05-03
Mc Hat (H),0,0.0,0.0,2025-05-03
Bocca di Lupo,0,0.0,0.0,2025-05-04
Famosa Luna,0,0.0,0.0,2025-05-04
Vitaly,0,0.0,0.0,2025-05-04
Disbela,9,1.0,0.1111111111111111,2025-05-04
Akano,15,1.0,0.06666666666666667,2025-05-04
Sunny Silence,0,0.0,0.0,2025-05-04
Tigress Of Gaul,0,0.0,0.0,2025-05-04
Nalia,2,0.0,0.0,2025-05-04
Schwarzer Wolf,7,1.0,0.14285714285714285,2025-05-04
Mister Phoenix,0,0.0,0.0,2025-05-10
Boy Scout,5,0.0,0.0,2025-05-10
Time To Soar,10,2.0,0.2,2025-05-10
Fortune Gold,6,0.0,0.0,2025-05-10
Auenfeuer,8,0.0,0.0,2025-05-10
Macan,6,0.0,0.0,2025-05-10
Unique Art,1,0.0,0.0,2025-05-10
Pasand,1,0.0,0.0,2025-05-11
Solo Sunny,9,0.0,0.0,2025-05-11
Naomi Gold,1,0.0,0.0,2025-05-11
Ariyya,0,0.0,0.0,2025-05-11
We love lips,1,0.0,0.0,2025-05-11
Sir Siljan,0,0.0,0.0,2025-05-11
Enfranchise,0,0.0,0.0,2025-05-11
West Man,5,1.0,0.2,2025-05-11
Itora,2,0.0,0.0,2025-05-11
Joe Bob,6,0.0,0.0,2025-05-11
Olympia,5,2.0,0.4,2025-05-11
Holy Star,6,1.0,0.16666666666666666,2025-05-11
Di Maggio,1,0.0,0.0,2025-05-17
Kiko,4,3.0,0.75,2025-05-18
Evelyn,2,1.0,0.5,2025-05-18
Tina Al Gunay,1,0.0,0.0,2025-05-18
Warasch,1,0.0,0.0,2025-05-18
Alvorada,1,1.0,1.0,2025-05-18
Existentialiste,1,0.0,0.0,2025-05-18
Philomena,7,0.0,0.0,2025-05-18
Mr White Socks,0,0.0,0.0,2025-05-18
Magique et Belle,4,0.0,0.0,2025-05-18
Perfecta Mojana,0,0.0,0.0,2025-05-18
Saman,8,1.0,0.125,2025-05-18
Siluto,3,0.0,0.0,2025-05-18
Salve's Secret,6,2.0,0.3333333333333333,2025-05-18
La Sportiva,3,1.0,0.3333333333333333,2025-05-18
Ciaran,0,0.0,0.0,2025-05-18
Eternal Elixir,1,0.0,0.0,2025-05-18
Mehmas Champion,2,0.0,0.0,2025-05-18
Square Carnot,2,1.0,0.5,2025-05-18
Matilda,2,1.0,0.5,2025-05-18
Vertical Blue,0,0.0,0.0,2025-05-18
True Romance,2,0.0,0.0,2025-05-18
No Day Never,6,1.0,0.16666666666666666,2025-05-18
Eighth Army,2,0.0,0.0,2025-05-18
Nerz,1,0.0,0.0,2025-05-24
Zabir,1,0.0,0.0,2025-05-24
Let's Attack,4,1.0,0.25,2025-05-25
Sienna Grey,1,0.0,0.0,2025-05-25
Nurito,2,0.0,0.0,2025-05-25
Wahrsager,5,1.0,0.2,2025-05-25
Norolles,0,0.0,0.0,2025-05-25
Moonlightdancer,3,0.0,0.0,2025-05-25
Al Hamza,4,0.0,0.0,2025-05-25
Company Keeping,21,8.0,0.38095238095238093,2025-05-25
Pik Dame,9,2.0,0.2222222222222222,2025-05-25
Ace Aussie,9,0.0,0.0,2025-05-25
Anshoda,0,0.0,0.0,2025-05-25
D'Ores Et Deja,1,1.0,1.0,2025-05-25
Ellaria Sand,0,0.0,0.0,2025-05-25
Flaming Stone,0,0.0,0.0,2025-05-25
Lady Ilze,1,0.0,0.0,2025-05-25
Place Fontenoy,1,0.0,0.0,2025-05-25
Knight Sleeper,8,0.0,0.0,2025-05-25
Red Rose,1,0.0,0.0,2025-05-25
Ladytwosocks,1,0.0,0.0,2025-05-25
Butter Road,4,0.0,0.0,2025-05-25
Nakota,8,2.0,0.25,2025-05-25
Narbonne,1,0.0,0.0,2025-05-29
Nowa,0,0.0,0.0,2025-05-29
Vitalia,3,0.0,0.0,2025-05-29
Unique,18,0.0,0.0,2025-05-29
Rivers Lad,11,0.0,0.0,2025-05-29
Zadoro,1,0.0,0.0,2025-05-29
Perfect Way,0,0.0,0.0,2025-05-29
Rocky,8,2.0,0.25,2025-05-29
Stella Marina,0,0.0,0.0,2025-05-29
Racing Queen,0,0.0,0.0,2025-05-29
Elola,3,0.0,0.0,2025-05-29
Princess Badee,5,2.0,0.4,2025-05-29
Iyana,0,0.0,0.0,2025-05-29
Switsch,7,3.0,0.42857142857142855,2025-05-29
Words of Peace,8,2.0,0.25,2025-05-29
Namaron,4,3.0,0.75,2025-05-29
The Stray Sod,0,0.0,0.0,2025-05-29
Queen's Harry,8,3.0,0.375,2025-05-29
Ladoro,1,1.0,1.0,2025-05-29
Kito,3,1.0,0.3333333333333333,2025-05-29
Vollgas,7,0.0,0.0,2025-05-29
Queen Anne,2,0.0,0.0,2025-05-31
Zusi Qui,0,0.0,0.0,2025-05-31
Kimona,0,0.0,0.0,2025-05-31
Queroyal,0,0.0,0.0,2025-05-31
Zacapo,2,0.0,0.0,2025-05-31
Semillon,0,0.0,0.0,2025-05-31
Decorated Fighter,0,0.0,0.0,2025-05-31
Aquaman,2,1.0,0.5,2025-05-31
Juwelier,0,0.0,0.0,2025-05-31
Zafirelli,4,0.0,0.0,2025-05-31
Burning Rose,12,0.0,0.0,2025-05-31
Donna Helma,7,2.0,0.2857142857142857,2025-05-31
Power Girl,0,0.0,0.0,2025-05-31
Zoey,9,0.0,0.0,2025-05-31
Elle Amour,10,0.0,0.0,2025-05-31
Like a Hurricane,2,0.0,0.0,2025-05-31
Ayres,2,0.0,0.0,2025-06-01
Ellerstina,3,1.0,0.3333333333333333,2025-06-01
Hansottogruber,1,0.0,0.0,2025-06-01
Loubeisien,1,0.0,0.0,2025-06-01
Mansour,2,0.0,0.0,2025-06-01
Wilko,5,2.0,0.4,2025-06-01
Walid,5,1.0,0.2,2025-06-01
Sir Walter,1,0.0,0.0,2025-06-01
Dancing Light,1,0.0,0.0,2025-06-01
Elle La Vitesse,5,0.0,0.0,2025-06-01
Environmentalist,13,2.0,0.15384615384615385,2025-06-01
Moderator,0,0.0,0.0,2025-06-01
La Fleur de Pierre,0,0.0,0.0,2025-06-08
Franklin Al Gunay,2,0.0,0.0,2025-06-08
Monaigle,5,2.0,0.4,2025-06-08
Merveilleux Lapin,1,1.0,1.0,2025-06-08
Nolito,9,3.0,0.3333333333333333,2025-06-08
Behruz,3,0.0,0.0,2025-06-08
Imker,14,1.0,0.07142857142857142,2025-06-08
Shenmi,11,1.0,0.09090909090909091,2025-06-08
Occasion,12,1.0,0.08333333333333333,2025-06-08
Eshquia,6,0.0,0.0,2025-06-08
Landstreicher,4,0.0,0.0,2025-06-08
Malhumorada,19,1.0,0.05263157894736842,2025-06-08
Angely de Cluny,0,0.0,0.0,2025-06-09
Brave Lion,0,0.0,0.0,2025-06-09
Let It Linger,1,0.0,0.0,2025-06-09
Spanish Blessings,2,0.0,0.0,2025-06-09
Una Nova,2,0.0,0.0,2025-06-09
Miraz,2,0.0,0.0,2025-06-09
Meerlust,8,2.0,0.25,2025-06-09
Dorazio,6,0.0,0.0,2025-06-09
Viviane,12,0.0,0.0,2025-06-09
Night of Laki's,6,1.0,0.16666666666666666,2025-06-09
Rekabet,10,1.0,0.1,2025-06-09
Icon,4,0.0,0.0,2025-06-09
Juwel,0,0.0,0.0,2025-06-09
Tiamo Hilleshage,7,1.0,0.14285714285714285,2025-06-09
Wonderful Boy,2,0.0,0.0,2025-06-14
Ghaiyyath Park,3,0.0,0.0,2025-06-14
Kaia,0,0.0,0.0,2025-06-14
Gracia,6,2.0,0.3333333333333333,2025-06-14
Napajev,1,0.0,0.0,2025-06-14
Daddy's Girl,0,0.0,0.0,2025-06-14
Danera,12,2.0,0.16666666666666666,2025-06-14
Calah,0,0.0,0.0,2025-06-14
Blue Queen,8,1.0,0.125,2025-06-14
Gentileschi,3,0.0,0.0,2025-06-15
Slippin Jimmy,4,0.0,0.0,2025-06-15
The Grey Zebedee,12,1.0,0.08333333333333333,2025-06-15
Veracidad,1,0.0,0.0,2025-06-15
Zarqana,2,1.0,0.5,2025-06-15
Schiergen,1,1.0,1.0,2025-06-19
Serienadler,3,1.0,0.3333333333333333,2025-06-19
Winnie,2,0.0,0.0,2025-06-19
Canada,7,2.0,0.2857142857142857,2025-06-19
Sanafi Zabeel,2,0.0,0.0,2025-06-19
Donna Solution,2,0.0,0.0,2025-06-20
Turandokht,1,0.0,0.0,2025-06-20
Dance at Dawn,8,1.0,0.125,2025-06-20
Sweet Fantasy,11,1.0,0.09090909090909091,2025-06-20
Sambuca Girl,6,0.0,0.0,2025-06-20
Albany,8,1.0,0.125,2025-06-20
Ballinlough Gale,5,0.0,0.0,2025-06-20
Mailand,12,1.0,0.08333333333333333,2025-06-20
Oriental Master,8,0.0,0.0,2025-06-21
Poet's Realm,14,1.0,0.07142857142857142,2025-06-21
Solterio,12,2.0,0.16666666666666666,2025-06-21
Scaramouche,4,1.0,0.25,2025-06-21
Fine Gold,5,0.0,0.0,2025-06-21
Anarchist,6,1.0,0.16666666666666666,2025-06-21
Early Spirit,7,3.0,0.42857142857142855,2025-06-21
Venom,2,0.0,0.0,2025-06-22
Winterprinzessin,1,0.0,0.0,2025-06-22
Zoraya,1,0.0,0.0,2025-06-22
Merkur,7,1.0,0.14285714285714285,2025-06-22
Zora,2,0.0,0.0,2025-06-22
Tornado,0,0.0,0.0,2025-06-22
Nordstream,4,1.0,0.25,2025-06-22
Angel Vegas,0,0.0,0.0,2025-06-23
Calamour,0,0.0,0.0,2025-06-23
Pietra del Sole,4,0.0,0.0,2025-06-23
Goldis,1,0.0,0.0,2025-06-23
Starsbright,7,0.0,0.0,2025-06-23
Petra My Love,3,1.0,0.3333333333333333,2025-06-23
Okiedokie,3,1.0,0.3333333333333333,2025-06-23
Monalie,7,0.0,0.0,2025-06-23
No Waltz,3,0.0,0.0,2025-06-23
Pyrus,2,1.0,0.5,2025-06-27
Rajguru,0,0.0,0.0,2025-06-27
Moonlight Susi,4,0.0,0.0,2025-06-27
Aniela,6,0.0,0.0,2025-06-27
Valmorel,0,0.0,0.0,2025-06-27
Power of Lips,3,0.0,0.0,2025-06-29
Wilde Zeit,7,1.0,0.14285714285714285,2025-06-29
Sirbowtieman,6,1.0,0.16666666666666666,2025-06-29
Ajdar al Gunay,5,1.0,0.2,2025-06-29
Lamington,10,2.0,0.2,2025-06-29
Sir Mo,0,0.0,0.0,2025-06-29
Tonya,3,0.0,0.0,2025-06-29
Elegant Miss,2,0.0,0.0,2025-06-29
Boomer,1,0.0,0.0,2025-06-29
Atlantica,9,0.0,0.0,2025-07-05
Flatten the Curve,3,3.0,1.0,2025-07-05
Augustus,6,1.0,0.16666666666666666,2025-07-05
Queimados,3,0.0,0.0,2025-07-05
Dynamit,3,0.0,0.0,2025-07-05
Esquire Hill,0,0.0,0.0,2025-07-06
Lalou,0,0.0,0.0,2025-07-06
Hit It,0,0.0,0.0,2025-07-06
Ilda Rosa,0,0.0,0.0,2025-07-06
Fire and Ice,3,1.0,0.3333333333333333,2025-07-06
Ajuja,4,0.0,0.0,2025-07-06
