horse_name,bisherige_starts,bisherige_siege,siegrate_historisch,race_date
Diamond Spirit,4.0,0.0,0.0,2026-06-06
Dickson,7.0,2.0,0.2857,2026-03-22
Dickson,8.0,2.0,0.25,2026-06-04
Diego De La Vega,0.0,0.0,0.0,2026-06-04
Ding Dong,7.0,0.0,0.0,2026-04-06
Ding Dong,8.0,0.0,0.0,2026-04-25
Ding Dong,9.0,0.0,0.0,2026-05-16
Ding Dong,10.0,0.0,0.0,2026-06-06
Dino,0.0,0.0,0.0,2026-04-06
Dino,1.0,0.0,0.0,2026-05-01
Dio Del Vento,2.0,0.0,0.0,2026-04-19
Dirvana,2.0,0.0,0.0,2026-05-16
Distor,6.0,1.0,0.1667,2026-05-08
Distor,7.0,1.0,0.1429,2026-05-25
Distor,8.0,1.0,0.125,2026-06-07
Divia,0.0,0.0,0.0,2026-04-26
Divia,1.0,0.0,0.0,2026-05-09
Divia,2.0,0.0,0.0,2026-05-31
Djariya,14.0,1.0,0.0714,2026-05-01
Djariya,15.0,1.0,0.0667,2026-05-23
Djariya,16.0,2.0,0.125,2026-06-07
Dolcevida,5.0,1.0,0.2,2026-04-19
Dolcevida,6.0,2.0,0.3333,2026-06-06
Dom Bosco,3.0,0.0,0.0,2026-04-06
Dom Bosco,4.0,0.0,0.0,2026-05-25
Domador,5.0,0.0,0.0,2026-05-01
Domador,6.0,0.0,0.0,2026-06-04
Done Deal,0.0,0.0,0.0,2026-05-25
Done Decision,16.0,5.0,0.3125,2026-04-25
Done Decision,17.0,5.0,0.2941,2026-05-25
Dorazio,6.0,0.0,0.0,2026-04-06
Dorazio,7.0,0.0,0.0,2026-05-14
Dorazio,8.0,0.0,0.0,2026-05-31
Dorli,0.0,0.0,0.0,2026-05-01
Doro,10.0,1.0,0.1,2026-03-28
Dortmunder,21.0,1.0,0.0476,2026-02-22
Dortmunder,22.0,1.0,0.0455,2026-03-22
Dortmunder,23.0,1.0,0.0435,2026-04-06
Dortmunder,24.0,1.0,0.0417,2026-05-08
Dortmunder,25.0,1.0,0.04,2026-05-17
Dortmunder,26.0,1.0,0.0385,2026-06-04
Dozdan,14.0,1.0,0.0714,2026-01-18
Dozdan,15.0,1.0,0.0667,2026-02-01
Dozdan,16.0,1.0,0.0625,2026-03-08
Dragon Magic,4.0,3.0,0.75,2026-05-01
Dragoon Of Lips,0.0,0.0,0.0,2026-05-10
Dragoon Of Lips,1.0,0.0,0.0,2026-05-24
Draufgänger,0.0,0.0,0.0,2026-05-01
Draufgänger,1.0,0.0,0.0,2026-05-25
Dream Seeker,5.0,1.0,0.2,2026-04-06
Dream Seeker,6.0,1.0,0.1667,2026-04-26
Ducksflytogether,0.0,0.0,0.0,2026-01-18
Ducksflytogether,1.0,0.0,0.0,2026-02-01
Due Course,0.0,0.0,0.0,2026-05-17
Dufour,0.0,0.0,0.0,2026-05-16
Dufour,1.0,0.0,0.0,2026-06-04
Duke Of Lips,0.0,0.0,0.0,2026-04-05
Duke Of Lips,1.0,0.0,0.0,2026-05-01
Duke of Lips,0.0,0.0,0.0,2026-05-30
Dune,0.0,0.0,0.0,2026-05-14
Duonna Lupa,0.0,0.0,0.0,2026-05-09
Duonna Lupa,1.0,0.0,0.0,2026-05-25
Dux,0.0,0.0,0.0,2026-03-22
Dynamit,3.0,0.0,0.0,2026-05-16
Düx,11.0,0.0,0.0,2026-01-04
Earl Of Lips,0.0,0.0,0.0,2026-04-05
Earl Of Lips,1.0,0.0,0.0,2026-05-01
Earl Of Lips,2.0,1.0,0.5,2026-05-31
Early Spirit,7.0,3.0,0.4286,2026-05-09
Early Spirit,8.0,3.0,0.375,2026-05-24
Early Spirit,9.0,3.0,0.3333,2026-06-07
Edergole's Angel,0.0,0.0,0.0,2026-05-14
Edlington,1.0,0.0,0.0,2026-05-01
Edlington,2.0,0.0,0.0,2026-05-25
Eighth Army,2.0,0.0,0.0,2026-04-25
Eighth Army,3.0,0.0,0.0,2026-06-04
El Eternity,0.0,0.0,0.0,2026-03-29
Electric Rose,0.0,0.0,0.0,2026-05-17
Elegant Motivation,0.0,0.0,0.0,2026-05-03
Elegant Motivation,1.0,0.0,0.0,2026-05-25
Eliot,1.0,0.0,0.0,2026-05-16
Elle La Vitesse,5.0,0.0,0.0,2026-06-04
Elli Pirelli,3.0,1.0,0.3333,2026-05-01
Elli Pirelli,4.0,2.0,0.5,2026-05-25
Elmo,1.0,0.0,0.0,2026-04-06
Elmo,2.0,0.0,0.0,2026-05-03
Embargo,3.0,0.0,0.0,2026-05-23
Emilio,20.0,1.0,0.05,2026-04-18
Emilio,21.0,1.0,0.0476,2026-05-01
Emilio,22.0,1.0,0.0455,2026-05-24
Emilio,23.0,1.0,0.0435,2026-05-30
Emjaytwentythree,9.0,2.0,0.2222,2026-01-18
Emjaytwentythree,10.0,2.0,0.2,2026-04-26
Emjaytwentythree,11.0,2.0,0.1818,2026-05-17
Emjaytwentythree,12.0,2.0,0.1667,2026-05-25
Emmeci,16.0,3.0,0.1875,2026-01-18
Emmeci,17.0,3.0,0.1765,2026-03-08
Emmeci,18.0,3.0,0.1667,2026-03-22
Emmeci,19.0,3.0,0.1579,2026-05-14
Emmeci,20.0,3.0,0.15,2026-06-07
Emotion,10.0,2.0,0.2,2026-05-10
Endorphin,1.0,0.0,0.0,2026-05-01
Endorphin,2.0,0.0,0.0,2026-05-16
Endorphin,3.0,0.0,0.0,2026-06-04
Enea,0.0,0.0,0.0,2026-05-10
Energy Dragon,9.0,3.0,0.3333,2026-01-04
Energy Dragon,10.0,3.0,0.3,2026-02-01
Energy Dragon,11.0,3.0,0.2727,2026-02-22
Energy Dragon,12.0,3.0,0.25,2026-03-08
Energy Dragon,13.0,3.0,0.2308,2026-03-22
Energy Dragon,14.0,3.0,0.2143,2026-05-08
Englishman,0.0,0.0,0.0,2026-05-09
Enzian,3.0,1.0,0.3333,2026-04-06
Enzian,4.0,1.0,0.25,2026-05-08
Epicurian Lad,0.0,0.0,0.0,2026-03-29
Epicurian Lad,1.0,0.0,0.0,2026-04-12
Epicurian Lad,2.0,0.0,0.0,2026-04-26
Epicurian Lad,3.0,0.0,0.0,2026-05-09
Epicurian Lad,4.0,0.0,0.0,2026-05-31
Erling,3.0,0.0,0.0,2026-06-06
Erol,0.0,0.0,0.0,2026-03-08
Erol,1.0,0.0,0.0,2026-03-28
Espero,11.0,4.0,0.3636,2026-04-06
Espero,12.0,4.0,0.3333,2026-05-01
Fairy Grey,7.0,1.0,0.1429,2026-04-26
Fairy Grey,8.0,1.0,0.125,2026-05-09
Fairy Grey,9.0,2.0,0.2222,2026-05-25
Faith Of Empires,0.0,0.0,0.0,2026-04-18
Faith Of Empires,1.0,0.0,0.0,2026-05-01
Faith Of Empires,2.0,0.0,0.0,2026-05-31
Faith of Empires,0.0,0.0,0.0,2026-01-18
Faith of Empires,1.0,0.0,0.0,2026-02-01
Faith of Empires,2.0,0.0,0.0,2026-02-22
Famosa Luna,0.0,0.0,0.0,2026-03-29
Famosa Luna,1.0,0.0,0.0,2026-04-26
Famosa Luna,2.0,0.0,0.0,2026-05-09
Famosa Luna,3.0,0.0,0.0,2026-05-25
Fast And Furious,0.0,0.0,0.0,2026-05-17
Fast And Furious,1.0,0.0,0.0,2026-06-04
Fast Angel,1.0,1.0,1.0,2026-04-06
Fast Angel,2.0,2.0,1.0,2026-04-25
Favorite Crime,18.0,2.0,0.1111,2026-04-06
Favorite Crime,19.0,2.0,0.1053,2026-04-26
Favorite Crime,20.0,2.0,0.1,2026-06-04
Favour,5.0,0.0,0.0,2026-05-16
Feuerwehrfelicitas,5.0,1.0,0.2,2026-04-05
Feuerwehrfelicitas,6.0,1.0,0.1667,2026-05-01
Feuerwehrfelicitas,7.0,1.0,0.1429,2026-05-25
Fine Bubbles,2.0,0.0,0.0,2026-03-29
Fine Bubbles,3.0,1.0,0.3333,2026-04-25
First Constitution,0.0,0.0,0.0,2026-04-25
First Lady,3.0,0.0,0.0,2026-03-28
First Lady,4.0,0.0,0.0,2026-05-16
Flatten The Curve,0.0,0.0,0.0,2026-04-05
Flavia Maxima,3.0,0.0,0.0,2026-06-07
Flow Of Earth,0.0,0.0,0.0,2026-05-01
Flying Sonya,12.0,3.0,0.25,2026-05-14
For Love,15.0,1.0,0.0667,2026-04-18
For Love,16.0,1.0,0.0625,2026-05-10
For Love,17.0,1.0,0.0588,2026-05-24
For Love,18.0,1.0,0.0556,2026-06-07
Four Seasons,0.0,0.0,0.0,2026-04-19
Four Seasons,1.0,0.0,0.0,2026-05-09
Four Seasons,2.0,0.0,0.0,2026-05-25
Francis Barca,0.0,0.0,0.0,2026-05-01
Franklin Al Gunay,2.0,0.0,0.0,2026-04-19
Freak,7.0,3.0,0.4286,2026-04-18
Freak,8.0,3.0,0.375,2026-05-25
Free Lips,12.0,3.0,0.25,2026-04-19
Free Lips,13.0,3.0,0.2308,2026-05-01
Free Lips,14.0,3.0,0.2143,2026-05-24
Freigeist,13.0,1.0,0.0769,2026-03-29
Freigeist,14.0,1.0,0.0714,2026-04-25
Freigeist,15.0,2.0,0.1333,2026-05-10
Freigeist,16.0,2.0,0.125,2026-06-06
French Fizz,15.0,0.0,0.0,2026-05-09
French Fizz,16.0,0.0,0.0,2026-05-30
Front End,3.0,1.0,0.3333,2026-03-29
Full Of Hope,0.0,0.0,0.0,2026-04-05
Full Of Hope,1.0,0.0,0.0,2026-04-18
Full Of Hope,2.0,0.0,0.0,2026-05-14
Full Of Hope,3.0,0.0,0.0,2026-06-04
Fumagalli,18.0,0.0,0.0,2026-03-22
Fumagalli,19.0,0.0,0.0,2026-04-26
Fumagalli,20.0,0.0,0.0,2026-06-07
Gaita,0.0,0.0,0.0,2026-05-14
Galactika Al Gunay,0.0,0.0,0.0,2026-05-25
Gardone,4.0,1.0,0.25,2026-02-01
Gardone,5.0,1.0,0.2,2026-03-29
Gardone,6.0,1.0,0.1667,2026-04-18
Garfield,4.0,1.0,0.25,2026-04-19
Garfield,5.0,2.0,0.4,2026-05-10
Garfield,6.0,2.0,0.3333,2026-05-25
Garvey,7.0,0.0,0.0,2026-05-09
Garvey,8.0,0.0,0.0,2026-06-07
Gegenwind,0.0,0.0,0.0,2026-04-05
Gem,15.0,3.0,0.2,2026-04-18
Gem,16.0,3.0,0.1875,2026-05-10
Gem,17.0,3.0,0.1765,2026-05-24
Gentle Bear,2.0,0.0,0.0,2026-03-29
Gentle Bear,3.0,0.0,0.0,2026-04-26
German Style,7.0,0.0,0.0,2026-05-24
Gesa,16.0,2.0,0.125,2026-01-18
Gesa,17.0,2.0,0.1176,2026-04-25
Gesa,18.0,2.0,0.1111,2026-05-14
Ginger Ale,6.0,0.0,0.0,2026-04-05
Ginger Ale,7.0,0.0,0.0,2026-04-18
Ginger Ale,8.0,0.0,0.0,2026-05-09
Ginger Ale,9.0,0.0,0.0,2026-05-30
Ginger Cat,0.0,0.0,0.0,2026-05-24
Giorgia,0.0,0.0,0.0,2026-05-03
Giorgia,1.0,0.0,0.0,2026-05-25
Go Flying,6.0,1.0,0.1667,2026-06-07
Go Girl Go,14.0,3.0,0.2143,2026-03-29
Go Girl Go,15.0,3.0,0.2,2026-05-01
Go Girl Go,16.0,3.0,0.1875,2026-06-07
Godstone,0.0,0.0,0.0,2026-04-25
Godstone,1.0,0.0,0.0,2026-05-14
Godstone,2.0,0.0,0.0,2026-06-06
Golden Brown,0.0,0.0,0.0,2026-06-06
Golden May,0.0,0.0,0.0,2026-03-28
Golden May,1.0,0.0,0.0,2026-04-19
Golden May,2.0,0.0,0.0,2026-05-16
Golden May,3.0,0.0,0.0,2026-06-06
Golden Time,5.0,0.0,0.0,2026-04-18
Golden Time,6.0,0.0,0.0,2026-05-01
Golden Time,7.0,0.0,0.0,2026-06-07
Gondina,12.0,1.0,0.0833,2026-05-10
Gondina,13.0,1.0,0.0769,2026-06-07
Gostam,2.0,2.0,1.0,2026-05-01
Grace De Vega,0.0,0.0,0.0,2026-04-18
Grace De Vega,1.0,1.0,1.0,2026-05-09
Graf Manama,3.0,0.0,0.0,2026-05-25
Grand Attentionne,0.0,0.0,0.0,2026-01-04
Grand Attentionne,1.0,0.0,0.0,2026-01-18
Grand Attentionne,2.0,0.0,0.0,2026-02-01
Grand Attentionne,3.0,1.0,0.3333,2026-02-22
Grand Attentionne,4.0,2.0,0.5,2026-03-22
Grande Gioia,0.0,0.0,0.0,2026-05-03
Grande Gioia,1.0,0.0,0.0,2026-05-25
Grande Gioia,2.0,0.0,0.0,2026-06-06
Grande Merci,0.0,0.0,0.0,2026-05-30
Green Gate,8.0,1.0,0.125,2026-01-04
Green Gate,9.0,1.0,0.1111,2026-02-01
Green Gate,10.0,1.0,0.1,2026-02-22
Grey Darling,12.0,0.0,0.0,2026-04-19
Grey Darling,13.0,0.0,0.0,2026-05-01
Grey Darling,14.0,1.0,0.0714,2026-05-23
Gua Lipa,0.0,0.0,0.0,2026-04-05
Gua Lipa,1.0,0.0,0.0,2026-05-24
Guevara,1.0,1.0,1.0,2026-04-12
Guevara,2.0,1.0,0.5,2026-05-01
Guevara,3.0,1.0,0.3333,2026-05-31
Hamilton,8.0,5.0,0.625,2026-02-01
Hamilton,9.0,5.0,0.5556,2026-03-08
Hamilton,10.0,5.0,0.5,2026-04-06
Hamilton,11.0,5.0,0.4545,2026-05-14
Happy Hour,0.0,0.0,0.0,2026-04-25
Happy Hour,1.0,0.0,0.0,2026-05-09
Happy Hour,2.0,0.0,0.0,2026-05-25
Happy Valentine,0.0,0.0,0.0,2026-05-25
Hara Kiri (H),0.0,0.0,0.0,2026-05-09
Havana Spirit,17.0,3.0,0.1765,2026-01-18
Havana Spirit,18.0,3.0,0.1667,2026-02-01
Havana Spirit,19.0,3.0,0.1579,2026-02-22
Havana Spirit,20.0,3.0,0.15,2026-03-08
Hazim,14.0,1.0,0.0714,2026-01-18
Heaven's On Fire,11.0,1.0,0.0909,2026-02-01
Hello Ella,17.0,2.0,0.1176,2026-05-01
Hello Ella,18.0,2.0,0.1111,2026-05-24
Hello Sweetheart,1.0,0.0,0.0,2026-03-29
Helvetios,1.0,0.0,0.0,2026-05-31
Herm,4.0,0.0,0.0,2026-02-01
Herm,5.0,0.0,0.0,2026-02-22
Hiddensee,4.0,0.0,0.0,2026-04-05
Hochkonig,0.0,0.0,0.0,2026-06-07
Hochkönig,5.0,1.0,0.2,2026-05-08
Hokusai,9.0,0.0,0.0,2026-01-04
Hokusai,10.0,0.0,0.0,2026-01-18
Hokusai,11.0,0.0,0.0,2026-02-01
Hokusai,12.0,0.0,0.0,2026-02-22
Hokusai,13.0,0.0,0.0,2026-03-08
Hokusai,14.0,0.0,0.0,2026-03-29
Hokusai,15.0,0.0,0.0,2026-04-26
Hokusai,16.0,1.0,0.0625,2026-05-10
Honour Whim,0.0,0.0,0.0,2026-04-12
Honour Whim,1.0,0.0,0.0,2026-04-25
Honour Whim,2.0,0.0,0.0,2026-05-09
Honour Whim,3.0,0.0,0.0,2026-05-17
Honour Whim,4.0,0.0,0.0,2026-05-31
Horwart,1.0,0.0,0.0,2026-04-25
Horwart,2.0,0.0,0.0,2026-05-25
I Believe In Lips,0.0,0.0,0.0,2026-05-10
Icatu,19.0,2.0,0.1053,2026-03-22
Icatu,20.0,2.0,0.1,2026-04-25
Ice Baby,7.0,1.0,0.1429,2026-05-25
Ice Max,0.0,0.0,0.0,2026-04-12
Illusion Van Lips,0.0,0.0,0.0,2026-05-24
Imaginary,13.0,0.0,0.0,2026-01-04
Imaginary,14.0,0.0,0.0,2026-01-18
Imaginary,15.0,0.0,0.0,2026-02-01
Imaginary,16.0,0.0,0.0,2026-04-18
Imaginary,17.0,0.0,0.0,2026-05-01
Imano,2.0,0.0,0.0,2026-02-22
Imano,3.0,0.0,0.0,2026-03-08
Imano,4.0,0.0,0.0,2026-05-09
Imaran,14.0,1.0,0.0714,2026-05-01
Imaran,15.0,1.0,0.0667,2026-06-04
Inci,12.0,0.0,0.0,2026-04-05
Inci,13.0,0.0,0.0,2026-05-01
Inci,14.0,0.0,0.0,2026-05-24
Indian Sunset,1.0,0.0,0.0,2026-06-06
Indifferente,0.0,0.0,0.0,2026-04-25
Indifferente,1.0,1.0,1.0,2026-05-31
Indigo Sun,0.0,0.0,0.0,2026-06-06
Innora,4.0,1.0,0.25,2026-05-01
Innora,5.0,1.0,0.2,2026-06-04
Invincible Royale,17.0,2.0,0.1176,2026-01-04
Invincible Royale,18.0,2.0,0.1111,2026-01-18
Invincible Royale,19.0,2.0,0.1053,2026-02-01
Invincible Royale,20.0,2.0,0.1,2026-02-22
Invincible Royale,21.0,2.0,0.0952,2026-03-08
Invincible Royale,22.0,3.0,0.1364,2026-03-22
Invincible Royale,23.0,3.0,0.1304,2026-04-05
Invincible Royale,24.0,3.0,0.125,2026-04-18
Invincible Royale,25.0,4.0,0.16,2026-04-26
Invincible Royale,26.0,4.0,0.1538,2026-05-01
Invincible Royale,27.0,4.0,0.1481,2026-05-23
Invincible Royale,28.0,5.0,0.1786,2026-06-04
Iram,13.0,2.0,0.1538,2026-05-01
Iram,14.0,2.0,0.1429,2026-05-25
Ireland Alexander,26.0,5.0,0.1923,2026-01-04
Ireland Alexander,27.0,5.0,0.1852,2026-01-18
Ireland Alexander,28.0,5.0,0.1786,2026-02-01
Ireland Alexander,29.0,6.0,0.2069,2026-03-08
Ireland Alexander,30.0,6.0,0.2,2026-04-12
Ireland Alexander,31.0,7.0,0.2258,2026-05-09
Ireland Alexander,32.0,7.0,0.2188,2026-06-04
Ironwoman,4.0,0.0,0.0,2026-05-10
Ironwoman,5.0,0.0,0.0,2026-05-24
Irukandji,0.0,0.0,0.0,2026-05-23
It's My Dream,10.0,1.0,0.1,2026-05-10
It's My Dream,11.0,1.0,0.0909,2026-05-24
J'Adore L'Or,2.0,2.0,1.0,2026-05-01
J'adore L'or,0.0,0.0,0.0,2026-05-25
Ja Ich Will,23.0,4.0,0.1739,2026-04-18
Ja Ich Will,24.0,4.0,0.1667,2026-05-01
Ja Ich Will,25.0,4.0,0.16,2026-05-25
Ja Ich Will,26.0,4.0,0.1538,2026-06-07
Jacquemontii,0.0,0.0,0.0,2026-05-01
Jacquemontii,1.0,0.0,0.0,2026-05-30
Jane Garfield,5.0,1.0,0.2,2026-03-08
Jir Sun,2.0,0.0,0.0,2026-05-10
Joline,9.0,0.0,0.0,2026-02-22
Joline,10.0,0.0,0.0,2026-06-07
Josy,0.0,0.0,0.0,2026-05-09
Juanita,11.0,1.0,0.0909,2026-03-22
Juanita,12.0,1.0,0.0833,2026-04-12
Juanita,13.0,1.0,0.0769,2026-05-09
July,2.0,0.0,0.0,2026-05-01
July,3.0,0.0,0.0,2026-05-09
Kacey Love,1.0,0.0,0.0,2026-04-18
Kacey Love,2.0,0.0,0.0,2026-05-09
Kalajana,18.0,2.0,0.1111,2026-01-18
Kalajana,19.0,2.0,0.1053,2026-02-01
Kalajana,20.0,2.0,0.1,2026-02-22
Kalajana,21.0,2.0,0.0952,2026-03-08
Kamino,4.0,1.0,0.25,2026-03-28
Kampfer,0.0,0.0,0.0,2026-04-05
Kampfer,1.0,0.0,0.0,2026-05-10
Kane Ore,11.0,2.0,0.1818,2026-04-25
Kane Ore,12.0,2.0,0.1667,2026-05-09
Kanzashi,9.0,3.0,0.3333,2026-05-16
Kanzler,0.0,0.0,0.0,2026-04-25
Kanzler,1.0,0.0,0.0,2026-05-14
Karlito,3.0,0.0,0.0,2026-05-16
Kauri,0.0,0.0,0.0,2026-01-04
Kaventsmann,0.0,0.0,0.0,2026-05-24
Kaviar,14.0,2.0,0.1429,2026-05-08
Kaviar,15.0,2.0,0.1333,2026-05-23
Kaviar,16.0,3.0,0.1875,2026-06-07
Keano,22.0,2.0,0.0909,2026-01-04
Keano,23.0,2.0,0.087,2026-01-18
Keano,24.0,2.0,0.0833,2026-02-01
Keano,25.0,2.0,0.08,2026-02-22
Keano,26.0,2.0,0.0769,2026-03-08
Keep Away,5.0,0.0,0.0,2026-04-26
Keep Away,6.0,0.0,0.0,2026-06-07
Keep Smiling,8.0,1.0,0.125,2026-04-25
Keep Smiling,9.0,1.0,0.1111,2026-05-25
Kelani,9.0,0.0,0.0,2026-04-19
Kelani,10.0,0.0,0.0,2026-05-01
Kelani,11.0,0.0,0.0,2026-05-23
Kelani,12.0,0.0,0.0,2026-06-04
Kelly's Sweetie,10.0,0.0,0.0,2026-05-01
Kelly's Sweetie,11.0,0.0,0.0,2026-05-14
Kelly's Sweetie,12.0,0.0,0.0,2026-05-30
Kendelya,0.0,0.0,0.0,2026-05-03
Khal Gino,0.0,0.0,0.0,2026-05-09
Khal Gino,1.0,0.0,0.0,2026-05-23
Killian,0.0,0.0,0.0,2026-06-06
Kilworth Kate,11.0,2.0,0.1818,2026-05-10
Kilworth Kate,12.0,3.0,0.25,2026-05-24
Kimali,0.0,0.0,0.0,2026-05-03
King Of Rome,0.0,0.0,0.0,2026-05-01
King Of The Night,0.0,0.0,0.0,2026-05-08
King Of The Night,1.0,0.0,0.0,2026-05-25
King Of The Night,2.0,0.0,0.0,2026-06-07
Kinnigoli Kid,10.0,2.0,0.2,2026-03-22
Kinnigoli Kid,11.0,3.0,0.2727,2026-04-25
Kinnigoli Kid,12.0,3.0,0.25,2026-05-08
Kinnigoli Kid,13.0,3.0,0.2308,2026-05-25
Kinnigoli Kid,14.0,3.0,0.2143,2026-06-06
Kisha,0.0,0.0,0.0,2026-05-25
Kiwi Midnight,0.0,0.0,0.0,2026-05-01
Klaudius,10.0,3.0,0.3,2026-06-06
Klein Blue,0.0,0.0,0.0,2026-04-25
Klein Blue,1.0,0.0,0.0,2026-05-17
Klein Blue,2.0,0.0,0.0,2026-06-04
Koffi Mercure,5.0,0.0,0.0,2026-05-09
Koffi Mercure,6.0,1.0,0.1667,2026-05-25
Koffi Vulcano,15.0,2.0,0.1333,2026-04-05
Koffi Vulcano,16.0,2.0,0.125,2026-04-18
Koffi Vulcano,17.0,2.0,0.1176,2026-05-10
Koffi Vulcano,18.0,2.0,0.1111,2026-05-24
Kolumban,5.0,0.0,0.0,2026-06-04
Konigin Marika,0.0,0.0,0.0,2026-04-25
Konigin Marika,1.0,0.0,0.0,2026-05-31
Kopenhagen,6.0,1.0,0.1667,2026-03-29
Kopenhagen,7.0,1.0,0.1429,2026-05-08
Kopenhagen,8.0,1.0,0.125,2026-05-25
Korfu,9.0,0.0,0.0,2026-01-18
Korfu,10.0,0.0,0.0,2026-02-01
Korfu,11.0,0.0,0.0,2026-02-22
Korfu,12.0,0.0,0.0,2026-03-28
Korfu,13.0,0.0,0.0,2026-05-16
Kosakenzipfel,2.0,0.0,0.0,2026-05-01
Kosakenzipfel,3.0,0.0,0.0,2026-05-25
Kölsche Bub,5.0,0.0,0.0,2026-01-04
Kölsche Bub,6.0,0.0,0.0,2026-01-18
Kölsche Bub,7.0,0.0,0.0,2026-02-01
Königin Karlia,1.0,0.0,0.0,2026-05-25
Königin Marika,6.0,1.0,0.1667,2026-04-06
Königin Marika,7.0,1.0,0.1429,2026-05-09
Königin Sturmwind,0.0,0.0,0.0,2026-05-25
La Boom,0.0,0.0,0.0,2026-05-01
La Coeur,0.0,0.0,0.0,2026-04-26
La Coeur,1.0,0.0,0.0,2026-05-31
La Compagne,0.0,0.0,0.0,2026-05-01
La Compagne,1.0,0.0,0.0,2026-05-25
La Fleur De Pierre,0.0,0.0,0.0,2026-05-25
La Spezia,1.0,0.0,0.0,2026-04-06
La Spezia,2.0,0.0,0.0,2026-05-03
La Spezia,3.0,0.0,0.0,2026-05-25
La Virginie,0.0,0.0,0.0,2026-04-05
La Virginie,1.0,0.0,0.0,2026-05-03
La vie c'est quoi,2.0,0.0,0.0,2026-02-01
Lada,0.0,0.0,0.0,2026-04-05
Lady Evi,0.0,0.0,0.0,2026-05-25
Lady Lovebug,6.0,0.0,0.0,2026-05-14
Lady Lovebug,7.0,0.0,0.0,2026-06-04
Lady Matilda,11.0,0.0,0.0,2026-04-26
Lady Matilda,12.0,0.0,0.0,2026-05-25
Lady Miller,13.0,1.0,0.0769,2026-05-01
Lady Miller,14.0,1.0,0.0714,2026-05-23
Lady Pretend,2.0,1.0,0.5,2026-04-05
Lady Pretend,3.0,1.0,0.3333,2026-04-18
Lady Pretend,4.0,1.0,0.25,2026-05-09
Lady Vivian,0.0,0.0,0.0,2026-06-04
Laetitia,0.0,0.0,0.0,2026-05-09
Laetitia,1.0,0.0,0.0,2026-06-07
Lamara,1.0,0.0,0.0,2026-04-26
Lamara,2.0,0.0,0.0,2026-05-30
Laminaria,7.0,0.0,0.0,2026-04-12
Lanciano Bello,3.0,0.0,0.0,2026-01-04
Lanciano Bello,4.0,0.0,0.0,2026-01-18
Lanciano Bello,5.0,0.0,0.0,2026-03-08
Lanciano Bello,6.0,0.0,0.0,2026-04-05
Lanciano Bello,7.0,1.0,0.1429,2026-05-01
Lanciano Bello,8.0,1.0,0.125,2026-05-25
Landolfo,0.0,0.0,0.0,2026-03-22
Lanzelot Gold,0.0,0.0,0.0,2026-06-07
Lashgarak,2.0,0.0,0.0,2026-01-18
Lashgarak,3.0,0.0,0.0,2026-02-22
Lashgarak,4.0,0.0,0.0,2026-03-08
Lashgarak,5.0,0.0,0.0,2026-06-06
Laterani,21.0,1.0,0.0476,2026-01-18
Laterani,22.0,1.0,0.0455,2026-03-22
Laterani,23.0,1.0,0.0435,2026-03-29
Latifah,0.0,0.0,0.0,2026-05-01
Launching Percy,8.0,0.0,0.0,2026-05-01
Launching Percy,9.0,0.0,0.0,2026-05-23
Laura's Legacy,6.0,1.0,0.1667,2026-05-16
Lazio,5.0,2.0,0.4,2026-04-05
Le Beau Rock,5.0,1.0,0.2,2026-03-28
Le Manhattan,0.0,0.0,0.0,2026-05-01
Le Manhattan,1.0,0.0,0.0,2026-05-24
Legalio,0.0,0.0,0.0,2026-05-30
Lenoir,1.0,0.0,0.0,2026-06-07
Leon,14.0,2.0,0.1429,2026-04-19
Leon,15.0,2.0,0.1333,2026-06-06
Let It Linger,1.0,0.0,0.0,2026-05-17
Letsgo,8.0,1.0,0.125,2026-05-09
Letsgo,9.0,1.0,0.1111,2026-05-30
Lex Luthor,18.0,1.0,0.0556,2026-01-04
Lex Luthor,19.0,1.0,0.0526,2026-01-18
Lex Luthor,20.0,1.0,0.05,2026-02-22
Lex Luthor,21.0,1.0,0.0476,2026-03-08
Lex Luthor,22.0,1.0,0.0455,2026-05-16
Lichtstern,0.0,0.0,0.0,2026-06-07
Lifetimes,1.0,1.0,1.0,2026-04-12
Lifetimes,2.0,2.0,1.0,2026-06-07
Lightning Jock,23.0,0.0,0.0,2026-01-18
Lightning Jock,24.0,0.0,0.0,2026-02-22
Lightning Jock,25.0,0.0,0.0,2026-03-08
Lightning Jock,26.0,0.0,0.0,2026-03-29
Lightning Jock,27.0,0.0,0.0,2026-05-01
Lightning Jock,28.0,0.0,0.0,2026-05-10
Lightning Jock,29.0,1.0,0.0345,2026-05-24
Limbo Dancer,18.0,1.0,0.0556,2026-03-22
Limbo Dancer,19.0,1.0,0.0526,2026-04-18
Limbo Dancer,20.0,1.0,0.05,2026-04-25
Limbo Dancer,21.0,1.0,0.0476,2026-05-01
Limbo Dancer,22.0,1.0,0.0455,2026-05-24
Limbo Dancer,23.0,2.0,0.087,2026-06-04
Lion Hunter,15.0,2.0,0.1333,2026-03-29
Lion Hunter,16.0,2.0,0.125,2026-04-12
Lion Hunter,17.0,2.0,0.1176,2026-05-01
Lion Hunter,18.0,2.0,0.1111,2026-05-31
Lionessa,0.0,0.0,0.0,2026-06-06
Lips Prince,13.0,0.0,0.0,2026-04-18
Lips Prince,14.0,1.0,0.0714,2026-05-24
Little Sam,3.0,2.0,0.6667,2026-04-26
